Przychody_ogolem;Aktywa_ogolem;Zobowiazania_ogolem;Zysk_netto;W1;W2;W3;W4;W5;W6;W7;W8;W9;W10;W11;W12;W13;W14;W15;Grupujaca
3,05;0,35;0,78;-0,53;-143,36;117,05;-17,38;-151,43;2,92;20,88;41,89;0;0,35;0,32;0,03;-1,54;0;100;-122,86;UpadloϾ
0,6;0,2;0,27;-0,31;-149,45;411,37;-51,67;-155;111,02;7,24;121,67;54,75;0,75;0,07;0,02;-0,35;45,81;97,77;-35;UpadloϾ
1,84;0,12;0,63;-0,18;-151,94;34,35;-9,78;-150;18,26;0;23,8;27,77;0,18;0,04;0;-4,33;121,91;100;-425;UpadloϾ
0,14;0,25;0,48;-0,4;-152,27;172,53;-285,71;-160;3,98;80,76;651,79;0;0,22;0,21;0,01;-1,56;0,43;100;-88;UpadloϾ
5,12;2,51;5,73;-3,52;-152,42;118,33;-68,75;-140,24;8,02;88,79;178,94;9,27;0,41;0,38;0;-0,9;69,65;72,07;-128,69;UpadloϾ
1,62;0,33;0,79;-0,54;-154,68;113,4;-33,33;-163,64;0,08;47,28;74,35;11,27;0,38;0,38;0,02;-1,55;15,79;100;-139,39;UpadloϾ
8,93;1,15;0,58;1,81;158,52;316,93;20,27;157,39;13,37;0,44;47;0;2;1,43;1,39;0,5;0;100;50,43;Zdrowe
11,41;0,72;0,66;-0,6;-83,49;-1025,73;-5,26;-77,78;8,27;10,17;23,03;0,64;1,02;0,62;0;0,01;3,39;100;8,33;Zdrowe
6,39;0,74;0,44;-0,28;-37,71;-94,34;-4,38;-37,84;2,38;36;42,27;21,13;1,63;1,53;0;0,38;50,41;100;40,54;Zdrowe
6,5;4,46;2,98;-0,73;-16,5;-49,72;-11,23;-16,37;75,81;16,78;250,45;0;0,74;0,29;0,11;-0,17;0;99,09;33,18;Zdrowe
9,16;4,92;4,28;-0,71;-14,67;-113,19;-7,75;-13,01;0,06;116,43;196,05;0;1,36;1,36;0,31;0,23;0;72,36;13,01;Zdrowe
9,97;3,48;1,98;-0,41;-11,96;-27,77;-4,11;-11,78;63,22;24,1;127,4;1,46;1,48;0,53;0,08;0,25;5,34;92,69;43,1;Zdrowe
75,74;2,94;3,28;-0,33;-11,45;100;-0,44;-11,22;3,72;10,52;14,17;0;0;0;0;0,99;0;0;-11,56;Zdrowe
6,29;5,55;5,36;-0,6;-10,98;-317,63;-9,54;-10,81;118,61;66,44;322,06;244,88;0,67;0,28;0,01;-0,31;76,78;96,93;3,42;Zdrowe
8,64;2,25;2,1;-0,24;-10,97;-160,92;-2,78;-10,67;17,56;4,43;95,05;19,01;0,33;0,1;0,03;-0,52;33,73;85,14;6,67;Zdrowe
6,3;6,11;4,66;-0,65;-10,69;-45,2;-10,32;-10,64;83,44;76,46;353,99;42,87;1,17;0,65;0,01;0,08;42,8;59,98;23,57;Zdrowe
107,6;4,71;6,56;-0,48;-10,25;26,22;-0,45;-15,5;0,12;0,66;15,98;1,93;0,39;0,38;0,25;-0,56;14,22;67,2;-39,07;Zdrowe
6,34;2,94;2,28;-0,27;-9,24;-41,27;-4,26;-10,88;31,31;74,19;169,26;1,73;1,28;0,99;0,17;0,18;0,96;81,17;22,45;Zdrowe
6,67;2,99;1,84;-0,27;-9,22;-23,92;-4,05;-9,03;22,3;48,58;163,62;42,68;0,94;0,65;0;-0,03;40,18;77,08;38,46;Zdrowe
6,67;5,26;3,44;-0,46;-8,89;-25,66;-6,9;-8,75;66,81;6,99;287,84;30,1;0,64;0,16;0,02;-0,17;17,47;74,4;34,6;Zdrowe
6,29;2,06;1,88;-0,18;-8,7;-101,93;-2,86;-8,74;92,59;19,17;119,54;0;7,22;1,49;0,08;0,83;77,95;14,78;8,74;Zdrowe
10,23;4,79;2,32;-0,39;-8,3;-16,12;-3,81;-6,89;16,56;105,16;170,9;0;2,1;1,89;0,22;0,5;0;94,01;51,57;Zdrowe
6,16;1,52;1,59;-0,12;-8,09;183,96;-1,95;-7,89;0;83,55;90,06;0;0,96;0,96;0;-0,05;0;100;-4,61;Zdrowe
7,35;1,42;1,55;-0,11;-8,03;87,68;-1,5;-7,75;34,07;29,87;70,52;0;0,91;0,47;0;-0,09;0;100;-9,15;Zdrowe
12,06;3,56;2,91;-0,27;-7,76;-42,69;-2,24;-7,58;43,09;37,15;107,74;44,19;1,03;0,54;0;0,02;41,79;99,79;18,26;Zdrowe
12,03;4,88;5,87;-0,36;-7,36;36,46;-2,99;-7,38;74,77;43,97;148,06;17,6;0,71;0,29;0,04;-0,34;12,1;99,62;-20,29;Zdrowe
8,77;3,04;1,21;-0,21;-6,9;-11,44;-2,39;-6,91;12,22;27,58;126,52;0;2,16;1,77;0,69;0,28;0;61,71;60,53;Zdrowe
23,48;3,88;1,99;-0,25;-6,52;-13,39;-1,06;-6,44;5,8;31,47;60,32;10,88;1,24;1,06;0;0,12;18,18;100;48,71;Zdrowe
9,08;1,41;1,49;-0,09;-6,29;117,42;-0,99;-7,09;31,99;6,19;56,68;0;0,85;0,3;0,13;-0,15;0;96,07;-5,67;Zdrowe
8,29;0,16;0,14;-0,01;-5,86;-69,24;-0,12;-6,25;0;3,24;7,04;0;1,09;1,09;0,59;0,06;0;100;6,25;Zdrowe
12,68;6,73;5,74;-0,36;-5,26;-35,89;-2,84;-5,35;39,75;41,4;193,73;0;1,16;0,92;0,65;0,14;0;100;14,71;Zdrowe
8;5,86;5,38;-0,3;-5,13;-62,48;-3,75;-5,63;3,61;33,15;267,36;42,89;0,53;0,49;0,02;-0,14;76,72;32,76;8,19;Zdrowe
22,8;4,9;5,13;-0,24;-4,91;102,22;-1,05;-4,49;0;37,17;78,44;1,44;0,9;0,9;0,34;-0,1;1,95;98,9;-4,9;Zdrowe
9,8;3,02;2,56;-0,14;-4,6;-30,38;-1,43;-5,3;13,55;75,69;112,48;0;1,05;0,9;0,04;0,04;0;99,74;15,23;Zdrowe
6,33;4,66;1,35;-0,21;-4,49;-6,31;-3,32;-5,15;113,55;33,48;268,7;44,98;2,27;0,76;0,12;0,35;16,83;96,56;71,24;Zdrowe
7,45;1,82;1,54;-0,08;-4,33;-27,43;-1,07;-3,85;0;25,76;89,17;0;1,01;1,01;0;0,01;0;100;15,93;Zdrowe
6,32;4,33;1,95;-0,17;-3,96;-7,2;-2,69;-3,93;40,29;87,42;250,07;9,24;1,95;1,52;0,49;0,35;6,54;82,84;54,97;Zdrowe
6,33;5,52;3,16;-0,21;-3,9;-9,09;-3,32;-3,44;86,26;83,33;318,29;12,69;1,24;0,77;0;0,14;4,03;99,14;42,93;Zdrowe
6,41;1,82;1,89;-0,07;-3,72;95,35;-1,09;-3,85;37,05;28,93;103,63;28,47;0,95;0,61;0,15;-0,05;27,62;100;-3,85;Zdrowe
10,29;2,15;1,46;-0,07;-3,34;-10,47;-0,68;-3,26;0,11;45,87;76,26;3,19;1,23;1,23;0,2;0,14;9,48;91,46;32,09;Zdrowe
6,48;2,07;0,79;-0,07;-3,17;-5,11;-1,08;-3,38;0,78;64,11;116,6;0;2,22;2,21;0,1;0,46;0;100;62,32;Zdrowe
13;5,61;1,07;-0,17;-2,97;-3,67;-1,31;-3,74;39,65;32,21;157,51;4,49;3;1,46;0,2;0,32;5,52;85,36;80,93;Zdrowe
22,03;9,92;9,08;-0,29;-2,92;-34,45;-1,32;3,13;18,9;51,16;164,36;10,27;0,96;0,83;0,08;-0,03;9,03;91,2;8,47;Zdrowe
12,59;9,2;7,31;-0,26;-2,88;-14,04;-2,07;1,2;39,18;10,56;266,72;76,83;0,29;0,1;0;-0,54;29,25;96,69;20,43;Zdrowe
11,41;3,83;3,24;-0,1;-2,66;-17,15;-0,88;-2,61;40,98;29,14;122,52;43,83;1,03;0,48;0,03;0,02;59,1;72,35;15,4;Zdrowe
9,25;1,91;1,4;-0,05;-2,62;-9,73;-0,54;-2,62;0,11;35,48;75,37;11,05;1,11;1,11;0;0,08;14,79;100;26,7;Zdrowe
12,77;8,58;10,99;-0,2;-2,4;8,54;-1,57;-1,98;77,99;7,95;245,24;11,15;0,34;0,07;0;-0,78;10,2;93,28;-28,09;Zdrowe
6,68;7,66;0,66;-0,18;-2,37;-2,6;-2,69;-2,35;8,41;16,57;418,55;0;2,49;2,25;1,69;0,13;0;98,23;91,38;Zdrowe
9,65;3,43;3,25;-0,08;-2,29;-43,71;-0,83;-2,62;3,43;59,76;129,74;70,73;0,62;0,6;0,02;-0,35;54,99;99,98;5,25;Zdrowe
2,09;28,2;23,86;-0,63;-2,11;-13,7;-30,14;-2,62;0;38,91;4924,88;3611,58;0,28;0,28;0,13;-0,65;68,71;98,93;15,39;Zdrowe
7,36;1,7;0,89;-0,04;-2,08;-4,37;-0,54;-1,76;13,62;9,01;84,31;0;1,68;1,37;0;0,35;0;100;47,65;Zdrowe
6,6;7,05;7,02;-0,14;-2,01;-409,98;-2,12;-1,99;0,51;13,72;389,89;92,91;0,2;0,2;0;-0,28;73,33;35,51;0,43;Zdrowe
12,52;24,44;11,55;-0,45;-1,98;-3,75;-3,59;-1,88;55,72;49,66;712,51;60,93;0,91;0,51;0,13;-0,02;30,91;41,57;52,78;Zdrowe
7,95;2,05;2,07;-0,04;-1,97;284,9;-0,5;-1,95;15,93;60,67;94,12;0;0,99;0,83;0,09;0;0;100;-0,49;Zdrowe
79,48;53,81;40,84;-0,58;-1,93;-8,01;-0,73;-1,54;30,44;41,1;247,11;11,16;0,49;0,33;0,06;-0,39;4,34;98,24;24,1;Zdrowe
12,47;7,67;3,17;-0,13;-1,76;-3;-1,04;-1,83;0;68,5;224,5;1,76;1,05;1,05;0,26;0,02;2,04;96,52;58,67;Zdrowe
24,27;9,6;8,75;-0,16;-1,66;-18,79;-0,66;-1,46;24,11;51,22;144,38;8,27;0,86;0,61;0;-0,1;22,77;75,55;8,85;Zdrowe
10,49;9,32;8,71;-0,15;-1,65;-25,18;-1,43;-1,93;108,47;167,79;324,29;64,72;1,05;0,65;0,01;0,04;29,62;88,51;6,55;Zdrowe
12,17;2,09;1,25;-0,03;-1,63;-4,04;-0,25;-0,96;0;43,3;62,68;0;1,89;1,89;0;0,45;0;84,8;40,19;Zdrowe
12,49;3,56;10,29;-0,05;-1,51;0,79;-0,4;-1,4;7,6;29,99;104,04;0;0,17;0,14;0;-2,13;30,52;89,45;-189,33;Zdrowe
6,68;1,74;1,07;-0,02;-1,45;-3,78;-0,3;-1,15;9,94;54;95,07;30,6;1,3;1,11;0,02;0,17;32,51;94,01;38,51;Zdrowe
10,23;1,31;2,8;-0,01;-0,94;0,82;-0,1;-0,76;11,63;12,74;46,74;0;0,68;0,51;0,29;-0,46;0;68,32;-114,5;Zdrowe
23,89;3,14;2,73;-0,03;-0,85;-6,45;-0,13;-1,59;5,77;8,17;47,97;16,81;1,04;0,89;0,04;0,03;39,52;95,27;13,38;Zdrowe
28,71;5,8;4,78;-0,05;-0,8;-4,54;-0,17;-0,86;34,19;12,93;73,74;9,41;0,98;0,42;0,04;-0,01;13,01;99,76;17,76;Zdrowe
6,59;5,29;4,57;-0,04;-0,79;-5,78;-0,61;-0,76;54,23;95,4;293;0;1,46;0,96;0,07;0,17;0;43,47;13,61;Zdrowe
9,59;2,84;1,47;-0,01;-0,77;-1,59;-0,1;-0,35;49,14;19,62;108,09;24,36;1,66;0,54;0,03;0,26;28,96;78,85;48,24;Zdrowe
7,91;4,07;1,94;-0,02;-0,61;-1,16;-0,25;-0,49;97,6;32,17;187,81;49,84;1,66;0,55;0,03;0,31;27,26;99,3;52,58;Zdrowe
7,88;1,13;0,34;-0,01;-0,56;-0,8;-0,13;0;0;33,82;52,34;0;2,55;2,55;0,26;0,46;0,25;100;69,91;Zdrowe
9,26;28,65;13,25;-0,14;-0,49;-0,91;-1,51;0,49;398,64;14,34;1129,29;106,03;1,94;1,1;0,49;0,39;12,08;90,74;53,79;Zdrowe
155,36;54,17;46,03;-0,23;-0,46;-3,07;-0,15;-0,42;33,17;59,2;127,27;2,09;1,23;0,82;0,01;0,13;23,11;74,07;15,05;Zdrowe
18,46;24,09;17,77;-0,08;-0,3;-1,15;-0,43;0,37;51,44;0;476,32;0;1,12;0,59;0,03;0,03;53,28;27,74;26,28;Zdrowe
6,28;2,08;2,02;0;-0,19;-7,28;0;0;0,88;81,01;120,89;0;1,03;1,02;0,1;0,02;0,14;100;2,88;Zdrowe
58,95;9,98;9,66;-0,01;-0,14;-4,33;-0,02;-0,1;14,17;29,88;61,79;0;1,01;0,77;0,04;0,01;0,02;99,2;3,21;Zdrowe
12,14;0,39;0,37;0;-0,1;-1,48;0;0;0;9,87;11,73;0;0;0;0;1;0;0;7,69;Zdrowe
6,55;2,19;2,86;0,31;-0,04;0,12;4,73;6,85;0;67,6;122,04;64,08;0,73;0,73;0,27;-0,35;53,17;100;-30,59;Zdrowe
2,13;25,3;10,24;-0,01;-0,03;-0,04;-0,47;-0,04;6,94;1,73;4335,45;155,94;0,29;0,25;0,2;-0,03;39,65;10,56;59,57;Zdrowe
32,53;26,38;40,37;-0,01;-0,03;0,06;-0,03;-0,04;10,24;48,13;295,99;5,39;0,63;0,54;0,06;-0,14;36,48;26,82;-53,03;Zdrowe
11,96;6,56;5,13;-0,08;0;0;-0,67;0;107,07;48,15;200,2;78,13;1,4;0,57;0,02;0,25;51,12;82,64;21,65;Zdrowe
6,25;1,86;1,2;-0,03;0;0;-0,48;0;35,55;53,82;108,62;0;1,55;1,04;0,27;0,35;0,08;100;35,48;Zdrowe
21,34;9,14;7,76;0;0,01;0,08;0;0;0,81;62,45;156,33;0;0,86;0,85;0;-0,08;28,86;66,01;15,1;Zdrowe
6,67;1,58;1,27;0;0,02;0,09;0;0;30,04;51,75;86,46;0;1,57;1,01;0;0,35;17,84;77,73;20,25;Zdrowe
10,24;1,45;0,84;0;0,04;0,09;0;0,69;9,06;5,15;51,68;1,07;0,77;0,38;0;-0,1;6,94;78,5;42,07;Zdrowe
9,7;6,51;2,81;0;0,05;0,09;0;0,15;49,41;28,88;244,96;13,92;1,67;0,86;0,1;0,17;13,94;57,34;56,84;Zdrowe
12,75;7,02;6,08;0;0,06;0,45;0;1;70,58;98,05;200,96;79,01;1,04;0,63;0,01;0,03;39,81;99,9;13,39;Zdrowe
6,63;1,27;2,73;0;0,08;-0,07;0;0;39,48;2,15;69,92;42,39;0,48;0,18;0,06;-0,97;88,43;87,55;-114,96;Zdrowe
6,5;2,42;2,12;0;0,08;0,68;0;0,41;51,31;58,52;135,89;35,94;1,07;0,64;0,04;0,06;26,86;99,63;11,98;Zdrowe
29,36;7,45;4,86;0,01;0,15;0,45;0,03;0,54;3,27;59,91;92,62;10,57;1,15;1,09;0,01;0,1;12,5;98,4;34,23;Zdrowe
6,58;2,44;1,41;0;0,16;0,38;0;0;0;59,38;135,35;21,08;1,25;1,25;0,19;0,1;31,29;72,84;42,21;Zdrowe
9,2;1,54;1,48;0;0,18;4,81;0;0;10,75;3,39;61,1;5,95;0,49;0,28;0,04;-0,44;16,69;89,44;3,9;Zdrowe
11,53;3,14;1,85;0,01;0,2;0,49;0,09;0,32;19,02;7,87;99,4;2,85;0,61;0,23;0,05;-0,19;7,61;85,71;41,08;Zdrowe
12,46;7;3,91;0,02;0,22;0,5;0,16;0,86;96,7;58,05;205,06;64,15;1,39;0,53;0;0,21;32,77;97,66;44,14;Zdrowe
8,29;3,93;2,3;0,01;0,23;0,55;0,12;0,25;115,22;12,91;173,03;32,58;1,35;0,15;0,01;0,19;18,97;95,52;41,48;Zdrowe
7,16;28,14;5,55;0,71;0,29;0,36;9,92;2,74;0,14;0,29;1434,51;0;0,9;0,9;0,64;-0,01;5,2;73,63;80,28;Zdrowe
7,55;29,68;39,95;0,09;0,3;-0,86;1,19;0,3;211,21;85,52;1434,86;1327,54;0,24;0,11;0,03;-0,91;88,88;85,7;-34,6;Zdrowe
6,57;3,58;2,42;0,01;0,34;1,05;0,15;1,4;55,11;13,27;198,89;74,44;0,75;0,34;0;-0,17;37,74;100;32,68;Zdrowe
44,74;29,27;25,22;0,09;0,34;2,46;0,2;0,89;67,75;41,79;238,79;3,26;1,94;0,87;0,04;0,23;1,62;30,86;13,84;Zdrowe
0,54;26,49;26,4;0,11;0,39;107,22;20,37;0,42;0;0;17905,28;0;551,4;551,4;549,4;0,07;99,64;0,01;0,38;Zdrowe
55,64;0,28;0,59;0;0,44;-0,4;0;0;0,48;0,01;1,84;3,8;0,46;0,33;0,32;-1,14;208,06;100;-110,71;Zdrowe
8,14;5,35;1,19;0,02;0,44;0,56;0,25;0,93;59,37;33,59;239,9;4,04;4,02;1,76;0,34;0,33;4,91;49,28;77,76;Zdrowe
6,67;1,98;1,04;0,01;0,47;0,99;0,15;0,51;2,84;60,61;108,35;0;1,19;1,14;0,04;0,1;0;100;47,47;Zdrowe
8,77;9,57;8,3;0,04;0,47;3,53;0,46;0,42;46,64;67,99;398,3;85,74;0,86;0,53;0,03;-0,05;72,41;40,9;13,27;Zdrowe
6,62;1,57;1,45;0,01;0,48;6,17;0,15;1,27;21,05;38,68;86,56;6,62;1,52;1,14;0,37;0,34;7,05;69,28;7,64;Zdrowe
6,27;2,62;2,28;0,01;0,53;4,05;0,16;2,67;0;91,66;152,52;0;1,15;1,15;0,46;0,14;0;100;12,98;Zdrowe
6,47;7,78;4,87;0,04;0,54;1,44;0,62;3,98;108,89;12,16;438,9;135,96;0,93;0,47;0,05;-0,04;31,25;87,32;37,53;Zdrowe
12,35;9,55;7,59;0,05;0,54;2,62;0,4;1,36;99,04;36,75;282,25;21,87;1,18;0,39;0,01;0,08;42,41;55,63;20,52;Zdrowe
12,18;2,85;1,03;0,02;0,58;0,9;0,16;0,7;15,98;3,02;85,41;0,6;1,36;0,75;0,52;0,11;4,3;86,35;63,86;Zdrowe
6,48;1,25;1,09;0,01;0,63;4,83;0,15;0,8;0,93;36,34;70,41;14,65;1,1;1,08;0,31;0,09;21,15;100;12,8;Zdrowe
10,59;7,5;4,16;0,08;0,72;1,61;0,76;1,73;13,57;33,53;258,5;-0,34;2,06;1,76;0,64;0,18;33,91;31,31;44,53;Zdrowe
6,29;8,36;6,21;0,06;0,75;2,91;0,95;0,72;143,6;108,67;485,12;102,13;1,13;0,57;0;0,07;30,5;70,97;25,6;Zdrowe
6,63;2,37;0,22;0,02;0,77;0,85;0,3;1,27;35,11;27,15;130,48;0;9,06;6,01;0;0,7;0,61;93,54;90,72;Zdrowe
6,69;4,93;1,78;0,04;0,78;1,21;0,6;1,01;7,45;33,35;268,98;8,73;1,73;1,55;0,49;0,11;16,09;43,26;63,89;Zdrowe
6,68;2,3;1,82;0,02;0,81;3,88;0,3;0,87;23,33;30,89;125,67;15,85;0,82;0,5;0,01;-0,1;29,28;73,52;20,87;Zdrowe
6,19;3,08;3,76;0,02;0,82;-3,7;0,32;0,97;1,33;102,83;181,62;35,38;0,78;0,78;0,01;-0,26;19,73;100;-22,08;Zdrowe
346,96;156,17;53,11;1,35;0,83;1,26;0,39;1,11;9,71;37,26;164,29;0;1,89;1,67;0,62;0,25;0;79,11;65,99;Zdrowe
9,09;5,13;3,33;0,04;0,85;2,42;0,44;0,78;118,07;57,78;205,99;55,81;1,49;0,58;0,01;0,3;29,27;97,18;35,09;Zdrowe
10,58;8,25;6,13;0,07;0,85;3,29;0,66;0,85;135,34;23,37;284,62;85,56;0,86;0,22;0,03;-0,1;30,7;99,65;25,7;Zdrowe
10,47;5,25;3,02;0,04;0,87;2,04;0,38;0,95;0;17,24;183,02;0,35;1,6;1,6;1,02;0,3;0,19;86,58;42,48;Zdrowe
6,19;8,13;2,11;0,07;0,87;1,17;1,13;1,6;7,86;35,04;479,39;2,95;1,48;1,32;0,41;0,05;1,85;37,55;74,05;Zdrowe
4,38;85,73;29,86;0,76;0,9;1,38;17,35;0,99;2,14;9,29;7144,17;99,17;3,52;3,51;3,46;0,08;24,99;9,65;65,17;Zdrowe
9,32;2,55;1,98;0,02;0,92;4,14;0,21;2,35;3,03;53,19;99,87;21,15;1,27;1,23;0;0,21;21,57;100;22,35;Zdrowe
10,49;2,53;0,66;0,02;0,95;1,28;0,19;1,19;23,5;37,7;88,03;0;3,78;2,76;0;0,72;0;100;73,91;Zdrowe
6,4;1,73;1,57;0,02;0,97;10,96;0,31;1,16;1,77;72,96;98,66;15,4;1,05;1,03;0,04;0,04;17,68;98,16;8,67;Zdrowe
7,39;0,57;0,54;0,01;0,98;22,02;0,14;1,75;2,22;22,05;28,15;1,98;1,04;0,96;0;0,04;6,54;100;5,26;Zdrowe
6,52;4,82;2,95;0,05;1;2,57;0,77;1,45;4,48;140,61;269,83;86,21;1,15;1,12;0,1;0,08;33,5;85,84;38,8;Zdrowe
8,68;1,7;1,39;0,02;1,05;5,77;0,23;1,76;0,02;60,46;71,49;4,21;1,22;1,22;0,15;0,18;6,21;100;18,24;Zdrowe
31,96;27,32;11,12;0,26;1,05;1,77;0,81;1,39;59,09;90,48;312,01;0;2,15;1,66;0,83;0,41;0;94,47;59,26;Zdrowe
63,62;2,1;2,07;0,02;1,06;76,79;0,03;1,43;0;8,92;12,05;0;1,01;1,01;0,26;0,01;0;100;1,43;Zdrowe
6,53;4,92;4,06;0,05;1,07;6,16;0,77;1,02;2,15;70,9;275,01;0;0,88;0,86;0,02;-0,04;0;40,17;17,48;Zdrowe
50,4;6,22;4,69;0,07;1,08;4,37;0,14;1,45;2,86;18,61;45,05;10,14;0,97;0,86;0;-0,02;39,93;77,17;24,6;Zdrowe
7,32;5,81;3,1;0,06;1,09;2,33;0,82;1,03;67,53;10,69;289,71;13,46;1,11;0,4;0,25;0,04;15,2;61,86;46,64;Zdrowe
30,2;8,7;7,2;0,09;1,09;6,37;0,3;-0,57;0;0;105,15;38,8;1,12;1,12;0,03;0,09;37,69;99,55;17,13;Zdrowe
8,97;5,63;4,13;0,06;1,1;4,13;0,67;1,07;68,43;22,02;229,09;9,36;1,14;0,52;0,24;0,07;20,76;65,11;26,82;Zdrowe
10,47;25,3;6,19;0,26;1,12;1,49;2,48;1,46;1,06;1,94;882;4,53;1,65;1,64;1,16;0,09;9,17;64,74;75,53;Zdrowe
6,55;1,77;1,69;0,02;1,13;23,27;0,31;1,69;37,71;13,11;98,63;14,49;1,02;0,38;0;0,01;49,82;63,14;5,08;Zdrowe
20,63;28,69;19,64;0,3;1,13;3,57;1,45;1,39;171,82;113,04;507,6;195,68;1,2;0,67;0,29;0,12;41,85;91,83;31,58;Zdrowe
9,23;6,47;3,68;0,07;1,14;2,63;0,76;1,55;0,92;86,22;255,86;34,8;0,99;0,98;0,04;0;23,92;65,21;43,12;Zdrowe
35,59;1,72;0,66;0,02;1,15;1,86;0,06;1,16;3,94;0,06;17,64;0;2,62;2,03;1,97;0,61;0;100;62,21;Zdrowe
9,04;1,99;1,1;0,02;1,15;2,56;0,22;1,01;27,77;3,23;80,35;0;0,97;0,34;0;-0,02;0;100;44,72;Zdrowe
12,17;5,76;3,11;0,07;1,17;2,54;0,58;1,56;0,19;40,91;172,75;0;1,99;1,99;0,07;0,23;27,34;43,99;46,18;Zdrowe
11,66;2,86;2,75;0,04;1,2;30,87;0,34;1,4;41,28;11,88;89,53;1,57;0,88;0,37;0,03;-0,11;3,58;94,3;3,85;Zdrowe
6,51;5,41;3,04;0,06;1,21;2,77;0,92;1,48;50,5;149,84;303,33;57,75;1,53;1,17;0,05;0,24;23,58;81,79;43,81;Zdrowe
66,68;4,81;1,92;0,06;1,21;2,01;0,09;1,25;8;11,58;26,33;7,17;2,09;1,33;0,18;0,43;27,46;100;60,08;Zdrowe
6,56;5,92;3,46;0,07;1,25;3,01;1,07;2,03;31,42;57,31;329,39;54,53;0,98;0,69;0,02;-0,01;20,83;56,21;41,55;Zdrowe
6,69;8,08;2,69;0,1;1,28;1,92;1,49;1,24;47,21;66,35;440,84;15,82;1,07;0,68;0,11;0,02;9,75;81,47;66,71;Zdrowe
48,49;52,23;26,49;0,7;1,36;2,88;1,44;1,49;99,9;77,84;393,15;70,76;1,47;0,94;0,06;0,22;18,79;95,98;47,2;Zdrowe
14,77;46,74;6,06;0,33;1,41;1,62;2,23;1,01;0;12,36;1155,05;5,93;1,81;1,81;1,09;0,09;1,06;90,9;87,03;Zdrowe
11,78;9,74;2,44;0,14;1,44;1,92;1,19;2,46;5,28;26,95;301,79;0;1,58;1,51;1,02;0,14;0;96,2;74,95;Zdrowe
6,22;2,07;1,7;0,03;1,45;8,09;0,48;2,42;18,28;68,66;121,47;15,84;1,13;0,94;0,2;0,1;13,33;98;17,87;Zdrowe
28,99;7,81;5,85;0,11;1,47;5,83;0,38;2,3;0,11;67,2;98,33;0,25;1,34;1,34;0,22;0,24;0,3;95,61;25,22;Zdrowe
6,17;4,61;2,65;0;1,49;3,48;0;6,29;38,86;39,3;272,71;81,64;0,74;0,44;0,06;-0,12;40,53;81,68;42,73;Zdrowe
11,15;9,55;7,77;0,14;1,53;8,21;1,26;2,2;111,83;96,79;312,62;79,87;0,98;0,47;0;-0,01;34,37;85,66;18,64;Zdrowe
6,58;1,41;1,23;0,02;1,59;12,65;0,3;2,13;68,73;0;78,21;36,06;1,13;0,08;0;0,11;49,73;96,54;12,77;Zdrowe
11,19;0,82;0,55;0,01;1,6;4,95;0,09;2,44;0,59;11,59;26,75;2,94;1,27;1,24;0,1;0,2;10,59;100;31,71;Zdrowe
6,48;5,22;3,57;0,08;1,64;5,21;1,23;1,53;0;55,48;294,03;0;3,2;3,2;0,59;0,18;54,39;12,21;31,61;Zdrowe
8,11;2,83;0,98;0,05;1,65;2,53;0,62;2,12;26,08;31,8;127,37;0;2,42;1,83;1,02;0,49;0;100;65,37;Zdrowe
6,21;2,46;1,74;0,04;1,67;5,74;0,64;2,44;3,93;52,5;144,59;15,28;1,56;1,49;0,1;0,21;44,4;52,54;29,27;Zdrowe
6,69;5,02;4,17;0,09;1,72;10,21;1,35;2,19;105,75;9,5;273,89;28,92;0,88;0,21;0;-0,07;36,31;69,15;16,93;Zdrowe
118,77;339,94;73;6,17;1,74;2,22;5,19;1,84;5,43;1,78;1044,69;1,14;0,93;0,9;0,84;-0,01;1,5;72,39;78,53;Zdrowe
6,66;7,84;2,61;0,14;1,75;2,62;2,1;1,79;183,17;2,88;429,67;37,27;2,26;0,98;0,84;0,42;8,84;100;66,71;Zdrowe
6,2;3,07;1,41;0,05;1,76;3,25;0,81;2,28;46,63;36,92;180,73;6,48;1,93;0,87;0,01;0,22;25,23;53,16;54,4;Zdrowe
10,39;7,72;4,05;0,13;1,76;3,71;1,25;2,2;74,99;63,3;271,2;43,21;1,12;0,59;0,08;0,06;16,32;99,76;47,41;Zdrowe
46,44;75,9;58,71;1,43;1,81;8;3,08;0,65;0;0;596,54;82,13;0,73;0,73;0,03;-0,18;28,19;80,66;22,65;Zdrowe
12,45;2,12;1,23;0,04;1,82;4,36;0,32;2,83;19,56;2,95;62,15;3,52;0,81;0,2;0,08;-0,1;5,93;89,19;41,98;Zdrowe
15,2;23,41;8,08;0,45;1,83;2,79;2,96;2,14;133,51;95,06;562,15;92,93;1,97;1,1;0,03;0,28;18,82;79,68;65,48;Zdrowe
1,14;28,12;3,86;0,51;1,85;2,14;44,74;1,85;0;62,12;9003,33;144,08;36,05;36,05;1,61;0,57;13,7;11,96;86,27;Zdrowe
6,24;4,96;0,71;0,09;1,88;2,19;1,44;5,44;0;78,28;290,13;0;6,95;6,95;0;0,84;0;100;85,69;Zdrowe
11,4;7,21;5,67;0,13;1,88;8,82;1,14;4,44;33,61;56,77;230,85;5,76;0,72;0,53;0,2;-0,21;2,57;97,87;21,36;Zdrowe
19,11;46,16;35,83;0,85;2;8,93;4,45;2,3;3,61;45,32;881,65;211,05;0,55;0,54;0,04;-0,14;69,63;42,87;22,38;Zdrowe
